ID,Intelligence,Blood Status,Loyalty,Gender,What are you curious about?,Affinity to Dark Arts,Magic Transportation Model,Height,Preferred Goblet Potion,"If you were a principal, how would you choose your students?",Species,Preferred Element,Kindness,House
1861,31.0,Pure Blood,40.0,F,Magical Creatures,58.05,Apparition,195.24,The Golden Potion,"By a psychological test",Centaurs,,62.45,Hufflepuff
1862,28.0,Pure Blood,40.0,M,World after we die,37.82,Apparition,181.09,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,35.24,Hufflepuff
1863,30.0,Pure Blood,40.0,F,World after we die,56.3,Apparition,119.97,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,29.81,Ravenclaw
1864,32.0,Pure Blood,40.0,F,World after we die,45.99,Portkey,195.84,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,53.34,Ravenclaw
1865,31.0,Pure Blood,38.0,F,Evil,20.56,Portkey,223.47,The Golden Potion,"By a difficult exam",Giants,,88.2,Hufflepuff
1866,31.0,Muggle Born,40.0,M,World after we die,48.42,Portkey,170.19,The Golden Potion,"By a difficult exam",Giants,,43.39,Slytherine
1867,30.0,Muggle Born,40.0,M,Plants,43.05,Portkey,172.74,The Golden Potion,"By a psychological test",Centaurs,,34.12,Gryffindor
1868,30.0,Pure Blood,39.0,F,Plants,44.88,Flying,150.67,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,68.06,Hufflepuff
1869,26.0,Muggle Born,43.0,F,Magical Creatures,36.35,Portkey,150.84,Silvery Potion,"By a difficult exam",Werewolves,,57.78,Ravenclaw
1870,33.0,Pure Blood,39.0,M,Evil,49.04,,186.33,Potion that makes you see strange visions,"By a difficult exam",Giants,,30.14,Gryffindor
1871,34.0,Pure Blood,45.0,M,World after we die,54.68,Portkey,141.14,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,70.52,Hufflepuff
1872,31.0,Muggle Born,40.0,M,Magical Creatures,40.73,Flying,175.92,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,19.76,Hufflepuff
1873,30.0,Pure Blood,38.0,M,World after we die,64.69,Apparition,152.51,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,46.65,Hufflepuff
1874,31.0,Pure Blood,37.0,F,World after we die,34.04,Apparition,167.96,Silvery Potion,"I choose students with high scores",Giants,,55.43,Slytherine
1875,25.0,Muggle Born,39.0,M,Magical Creatures,46.88,Apparition,79.26,Potion that makes you see strange visions,"I choose students with high scores",Centaurs,,70.92,Slytherine
1876,32.0,Pure Blood,42.0,F,World after we die,58.98,Flying,196.12,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,38.03,Slytherine
1877,27.0,Pure Blood,37.0,M,World after we die,29.59,Flying,170.14,The Golden Potion,"I choose students with high scores",Werewolves,,92.54,Gryffindor
1878,26.0,Pure Blood,37.0,F,World after we die,43.57,Floo Network,211.1,The Golden Potion,"By a difficult exam",Centaurs,,34.29,Ravenclaw
1879,32.0,Pure Blood,37.0,M,World after we die,34.67,Portkey,200.15,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,90.53,Slytherine
1880,32.0,Muggle Born,40.0,M,World after we die,52.51,Floo Network,232.99,Potion that makes you see strange visions,"I choose students with high scores",Centaurs,,-2.19,Gryffindor
1881,30.0,Pure Blood,37.0,F,World after we die,55.16,Portkey,136.26,Silvery Potion,"I choose without preferences",Centaurs,,36.1,Slytherine
1882,31.0,Muggle Born,42.0,F,Evil,50.37,Portkey,142.81,Potion that smells of plums and chocolates,"By a psychological test",Humans,,39.89,Gryffindor
1883,30.0,Muggle Born,42.0,F,World after we die,51.87,Apparition,200.5,The Golden Potion,"By a psychological test",Werewolves,,79.8,Slytherine
1884,28.0,Muggle Born,39.0,M,Magical Creatures,40.54,Portkey,87.19,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,49.23,Hufflepuff
1885,27.0,Muggle Born,40.0,F,World after we die,54.36,Portkey,192.37,The Golden Potion,"By a difficult exam",Centaurs,,52.89,Ravenclaw
1886,32.0,Pure Blood,37.0,M,Magical Creatures,67.96,Floo Network,187.63,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,45.93,Ravenclaw
1887,29.0,Muggle Born,39.0,F,World after we die,30.89,Portkey,193.84,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,54.56,Slytherine
1888,28.0,Muggle Born,39.0,M,Magical Creatures,49.95,Floo Network,207.5,Silvery Potion,"By a difficult exam",Giants,,79.57,Gryffindor
1889,28.0,Pure Blood,40.0,F,Magical Creatures,70.32,Floo Network,228.97,,"I choose students with high scores",Centaurs,,49.96,Hufflepuff
1890,28.0,Muggle Born,40.0,F,Plants,31.34,Portkey,106.32,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,52.1,Slytherine
1891,30.0,Muggle Born,40.0,M,Plants,51.05,Floo Network,116.52,Silvery Potion,"I choose students with high scores",Giants,,45.8,Gryffindor
1892,30.0,Pure Blood,40.0,M,Magical Creatures,66.3,Portkey,191.7,Silvery Potion,"By a psychological test",Werewolves,,54.8,Gryffindor
1893,32.0,Pure Blood,40.0,F,Magical Creatures,39.1,Portkey,71.39,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,31.74,Slytherine
1894,29.0,Muggle Born,39.0,M,Plants,34.94,Apparition,97.41,Potion that makes you see strange visions,"By a difficult exam",Werewolves,Fire,63.1,Ravenclaw
1895,27.0,Pure Blood,40.0,F,Plants,45.97,Floo Network,200.5,Silvery Potion,"By a difficult exam",Centaurs,,88.5,Gryffindor
1896,25.0,Pure Blood,41.0,M,Magical Creatures,47.38,Floo Network,190.64,Silvery Potion,"I choose students with high scores",Centaurs,,39.29,Ravenclaw
1897,33.0,Muggle Born,39.0,M,World after we die,49.95,Apparition,188.91,Potion that smells of plums and chocolates,"By a psychological test",Giants,,41.07,Hufflepuff
1898,30.0,Muggle Born,39.0,F,Magical Creatures,61.12,Portkey,156.59,The Golden Potion,"I choose students with high scores",Werewolves,,62.89,Ravenclaw
1899,31.0,Muggle Born,36.0,M,World after we die,51.27,Portkey,219.12,Silvery Potion,"I choose students with high scores",Giants,,60.78,Hufflepuff
1900,25.0,Pure Blood,38.0,M,Plants,38.8,Flying,191.01,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,60.73,Ravenclaw
1901,27.0,Pure Blood,40.0,M,Magical Creatures,48.7,Apparition,206.09,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,65.76,Hufflepuff
1902,28.0,Pure Blood,39.0,M,Magical Creatures,46.62,Portkey,167.29,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,64.35,Slytherine
1903,31.0,Pure Blood,38.0,M,Magical Creatures,59.69,Portkey,195.23,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,43.6,Ravenclaw
1904,36.0,Pure Blood,37.0,F,Magical Creatures,19.15,Floo Network,205.37,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,67.95,Gryffindor
1905,28.0,Muggle Born,37.0,M,Plants,48.56,Apparition,150.39,The Golden Potion,"By a difficult exam",Humans,,68.35,Hufflepuff
1906,31.0,Pure Blood,39.0,M,Plants,62.53,Apparition,164.86,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,39.64,Hufflepuff
1907,30.0,Pure Blood,39.0,F,Magical Creatures,54.37,Flying,214.1,The Golden Potion,"I choose without preferences",Werewolves,,52.9,Gryffindor
1908,30.0,Muggle Born,42.0,M,Plants,51.5,Apparition,158.65,Silvery Potion,"I choose students with high scores",Werewolves,,18.47,Slytherine
1909,27.0,Muggle Born,40.0,F,World after we die,54.31,Portkey,209.29,Silvery Potion,"By a psychological test",Centaurs,,37.75,Hufflepuff
1910,31.0,Muggle Born,40.0,F,Plants,54.21,Portkey,158.6,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,35.9,Gryffindor
1911,28.0,Pure Blood,44.0,F,Magical Creatures,41.06,Portkey,217.82,The Golden Potion,"By a difficult exam",Centaurs,,47.65,Gryffindor
1912,28.0,Pure Blood,40.0,M,Evil,47.17,Apparition,112.55,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,50.55,Gryffindor
1913,28.0,Muggle Born,44.0,M,Evil,51.59,Portkey,123.16,The Golden Potion,"By a psychological test",Giants,,38.72,Hufflepuff
1914,31.0,Pure Blood,38.0,M,World after we die,42.29,Portkey,179.33,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,44.59,Gryffindor
1915,31.0,Pure Blood,42.0,F,Magical Creatures,35.86,Floo Network,131.0,The Golden Potion,"I choose students with high scores",Giants,,66.63,Hufflepuff
1916,30.0,Muggle Born,40.0,F,Plants,35.49,Portkey,212.0,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,51.77,Slytherine
1917,27.0,Muggle Born,38.0,F,Magical Creatures,42.75,Floo Network,100.11,The Golden Potion,"I choose students with high scores",Giants,,61.65,Gryffindor
1918,34.0,Muggle Born,38.0,M,Magical Creatures,51.19,Portkey,153.32,The Golden Potion,"I choose students with high scores",Werewolves,,36.29,Ravenclaw
1919,27.0,Muggle Born,38.0,M,Magical Creatures,42.25,Portkey,179.53,The Golden Potion,"I choose students with high scores",Centaurs,,51.33,Slytherine
1920,27.0,Muggle Born,39.0,F,Magical Creatures,50.17,Apparition,179.51,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,42.8,Ravenclaw
1921,30.0,Pure Blood,39.0,M,World after we die,33.53,Portkey,217.45,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,38.92,Hufflepuff
1922,30.0,Muggle Born,43.0,F,Plants,46.59,Floo Network,160.73,Potion that makes you see strange visions,"I choose students with high scores",Centaurs,,32.73,Ravenclaw
1923,26.0,Pure Blood,43.0,M,World after we die,78.98,Portkey,205.76,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,45.81,Slytherine
1924,29.0,Muggle Born,39.0,M,Evil,50.96,Portkey,138.53,The Golden Potion,"I choose students with high scores",Werewolves,,28.89,Hufflepuff
1925,33.0,Muggle Born,39.0,M,Plants,47.74,Apparition,180.59,Potion that makes you see strange visions,"By a psychological test",Centaurs,,74.65,Slytherine
1926,33.0,Pure Blood,38.0,M,Plants,46.23,Portkey,124.33,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,22.99,Slytherine
1927,28.0,Muggle Born,41.0,M,Magical Creatures,27.22,Flying,136.5,The Golden Potion,"By a psychological test",Werewolves,,42.65,Ravenclaw
1928,28.0,Muggle Born,43.0,M,Magical Creatures,54.23,Portkey,158.49,The Golden Potion,"By a psychological test",,,25.79,Hufflepuff
1929,34.0,Muggle Born,43.0,F,Plants,34.78,Floo Network,182.81,Silvery Potion,"I choose without preferences",Humans,,69.73,Ravenclaw
1930,29.0,Pure Blood,42.0,F,World after we die,48.41,Floo Network,251.05,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,34.27,Hufflepuff
1931,30.0,Muggle Born,39.0,F,Plants,44.01,Apparition,179.15,Silvery Potion,"By a difficult exam",Centaurs,,35.41,Hufflepuff
1932,23.0,Pure Blood,41.0,M,Evil,62.76,Floo Network,136.92,The Golden Potion,"I choose without preferences",Werewolves,,44.4,Slytherine
1933,31.0,Muggle Born,39.0,M,Plants,45.78,Portkey,200.52,The Golden Potion,"By a difficult exam",Centaurs,,63.22,Slytherine
1934,25.0,Pure Blood,39.0,M,World after we die,37.58,Floo Network,106.98,Potion that smells of plums and chocolates,"By a psychological test",Giants,,32.02,Gryffindor
1935,30.0,Pure Blood,41.0,F,Magical Creatures,59.1,Portkey,123.93,Potion that smells of plums and chocolates,"I choose students with high scores",Giants,Fire,68.8,Hufflepuff
1936,35.0,Muggle Born,41.0,M,World after we die,49.86,Floo Network,108.34,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,64.57,Hufflepuff
1937,26.0,Pure Blood,43.0,F,Magical Creatures,48.94,Portkey,179.92,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,32.43,Slytherine
1938,30.0,Muggle Born,38.0,M,World after we die,51.0,Portkey,166.73,Silvery Potion,"By a difficult exam",Humans,,42.61,Hufflepuff
1939,30.0,Muggle Born,42.0,M,Magical Creatures,43.32,Apparition,150.92,The Golden Potion,"I choose without preferences",,,42.11,Ravenclaw
1940,29.0,Muggle Born,37.0,M,World after we die,54.67,Portkey,79.95,Silvery Potion,"I choose without preferences",Centaurs,,46.14,Slytherine
1941,29.0,Muggle Born,38.0,M,World after we die,34.9,Portkey,171.64,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,76.55,Gryffindor
1942,31.0,Pure Blood,35.0,M,Magical Creatures,48.96,Apparition,157.22,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,60.76,Hufflepuff
1943,28.0,Pure Blood,37.0,F,World after we die,43.29,Apparition,146.85,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,54.24,Hufflepuff
1944,29.0,Pure Blood,40.0,F,Plants,59.12,Floo Network,135.19,The Golden Potion,"I choose students with high scores",Werewolves,,48.64,Hufflepuff
1945,31.0,Pure Blood,42.0,F,Plants,54.39,Portkey,119.06,Silvery Potion,"By a difficult exam",Centaurs,,54.55,Slytherine
1946,30.0,Muggle Born,41.0,M,Magical Creatures,53.99,Portkey,185.43,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,36.04,Gryffindor
1947,33.0,Muggle Born,41.0,M,Plants,45.4,Portkey,127.99,Silvery Potion,"I choose students with high scores",Centaurs,,31.46,Hufflepuff
1948,29.0,Pure Blood,40.0,F,Magical Creatures,41.79,Flying,106.21,Potion that smells of plums and chocolates,"I choose students with high scores",,,73.27,Hufflepuff
1949,29.0,Pure Blood,40.0,M,Plants,60.83,Portkey,223.64,The Golden Potion,"I choose students with high scores",Giants,,46.42,Hufflepuff
1950,34.0,Pure Blood,37.0,F,Magical Creatures,41.95,Flying,169.91,Silvery Potion,"By a psychological test",Centaurs,,71.42,Slytherine
1951,30.0,Muggle Born,40.0,F,Magical Creatures,40.23,Apparition,85.55,The Golden Potion,"By a difficult exam",Giants,,42.52,Slytherine
1952,33.0,Muggle Born,39.0,M,Evil,58.67,Apparition,75.93,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,Fire,62.33,Hufflepuff
1953,30.0,Muggle Born,40.0,M,Plants,53.0,Floo Network,139.74,Potion that makes you see strange visions,"By a psychological test",Giants,,46.92,Gryffindor
1954,28.0,Pure Blood,40.0,F,Magical Creatures,63.7,Apparition,154.55,The Golden Potion,"By a difficult exam",Centaurs,,63.6,Gryffindor
1955,33.0,Pure Blood,39.0,F,Magical Creatures,41.48,Portkey,138.06,The Golden Potion,,Werewolves,,72.71,Ravenclaw
1956,30.0,Muggle Born,38.0,M,World after we die,56.7,Apparition,192.27,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,52.44,Slytherine
1957,30.0,Muggle Born,42.0,F,Magical Creatures,56.37,Apparition,154.51,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,91.89,Ravenclaw
1958,29.0,Pure Blood,40.0,M,Magical Creatures,53.85,Floo Network,153.91,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,86.48,Gryffindor
1959,27.0,Pure Blood,43.0,M,Magical Creatures,47.41,Portkey,155.03,The Golden Potion,"By a difficult exam",Werewolves,,51.48,Hufflepuff
1960,29.0,Muggle Born,37.0,M,World after we die,49.06,Floo Network,102.95,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,63.09,Ravenclaw
1961,29.0,Pure Blood,40.0,F,World after we die,49.12,Portkey,178.73,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,29.05,Gryffindor
1962,31.0,Pure Blood,42.0,M,Magical Creatures,41.3,Apparition,130.41,The Golden Potion,"By a difficult exam",Giants,,65.33,Gryffindor
1963,27.0,Muggle Born,36.0,M,Magical Creatures,56.26,Apparition,202.53,Silvery Potion,"By a difficult exam",Werewolves,,80.44,Ravenclaw
1964,30.0,Pure Blood,42.0,F,World after we die,50.99,Apparition,197.31,Potion that smells of plums and chocolates,,Centaurs,,63.51,Ravenclaw
1965,33.0,Muggle Born,42.0,F,World after we die,63.38,Portkey,142.34,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,43.9,Ravenclaw
1966,31.0,Pure Blood,41.0,F,Plants,64.58,Apparition,115.36,The Golden Potion,"I choose students with high scores",Werewolves,,24.03,Hufflepuff
1967,31.0,Muggle Born,43.0,F,World after we die,52.09,Portkey,164.62,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,38.73,Ravenclaw
1968,25.0,Pure Blood,38.0,F,Magical Creatures,65.79,Apparition,104.09,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,50.42,Hufflepuff
1969,29.0,Pure Blood,38.0,M,Magical Creatures,53.84,Portkey,135.34,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,38.98,Gryffindor
1970,33.0,Pure Blood,38.0,F,Plants,40.75,Portkey,150.47,The Golden Potion,"By a psychological test",Centaurs,,29.7,Hufflepuff
1971,29.0,Muggle Born,39.0,F,World after we die,83.18,Floo Network,147.2,Potion that smells of plums and chocolates,,Giants,,48.21,Slytherine
1972,31.0,Pure Blood,39.0,M,Plants,33.6,,132.71,Silvery Potion,"By a psychological test",Centaurs,,70.05,Ravenclaw
1973,30.0,Pure Blood,38.0,M,Plants,37.73,Floo Network,197.23,The Golden Potion,"By a difficult exam",Werewolves,,46.58,Slytherine
1974,32.0,Pure Blood,40.0,M,Plants,36.93,Portkey,185.81,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,47.87,Ravenclaw
1975,24.0,Pure Blood,40.0,F,Magical Creatures,62.13,Floo Network,150.59,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,56.32,Hufflepuff
1976,32.0,Pure Blood,43.0,F,World after we die,65.51,Apparition,157.72,Silvery Potion,"By a difficult exam",Giants,,94.72,Hufflepuff
1977,33.0,Muggle Born,39.0,F,Plants,58.81,Portkey,195.17,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,36.03,Ravenclaw
1978,30.0,Pure Blood,42.0,F,Magical Creatures,42.99,Portkey,124.28,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,37.97,Gryffindor
1979,28.0,Muggle Born,40.0,M,Evil,31.3,Portkey,154.01,The Golden Potion,"By a difficult exam",Werewolves,,19.89,Ravenclaw
1980,27.0,Muggle Born,40.0,M,World after we die,50.6,Portkey,207.86,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,78.32,Gryffindor
